ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,forma_de_venda,Regiao,Faturamento,Região
72985,2023-01-03,São Paulo,Teclado Mecânico,250.0,1,Cliente_19986,Presencial,Sudeste,250.0,Sudeste
44630,2023-01-03,São Paulo,Smartphone Samsung,2200.0,1,Cliente_26405,Presencial,Sudeste,2200.0,Sudeste
40147,2023-01-03,São Paulo,Smartphone Samsung,2200.0,1,Cliente_21822,Presencial,Sudeste,2200.0,Sudeste
68946,2023-01-03,São Paulo,Notebook HP,3200.0,1,Cliente_27102,Presencial,Sudeste,3200.0,Sudeste
44710,2023-01-03,São Paulo,Notebook HP,3200.0,1,Cliente_13755,Presencial,Sudeste,3200.0,Sudeste
11209,2023-01-03,São Paulo,Notebook Dell,3500.0,1,Cliente_17995,Presencial,Sudeste,3500.0,Sudeste
47411,2023-01-03,São Paulo,Notebook Dell,3500.0,1,Cliente_5715,Presencial,Sudeste,3500.0,Sudeste
30052,2023-01-03,São Paulo,Notebook Dell,3500.0,1,Cliente_16022,Presencial,Sudeste,3500.0,Sudeste
95160,2023-01-03,São Paulo,Smartphone Samsung,2200.0,2,Cliente_18831,Presencial,Sudeste,4400.0,Sudeste
80584,2023-01-03,São Paulo,Smartphone Samsung,2200.0,2,Cliente_10751,Presencial,Sudeste,4400.0,Sudeste
98577,2023-01-03,São Paulo,iPhone 14,5500.0,1,Cliente_6055,Presencial,Sudeste,5500.0,Sudeste
1399,2023-01-03,São Paulo,iPhone 14,5500.0,1,Cliente_22487,Presencial,Sudeste,5500.0,Sudeste
98220,2023-01-03,São Paulo,iPhone 14,5500.0,1,Cliente_4487,Presencial,Sudeste,5500.0,Sudeste
62560,2023-01-03,São Paulo,iPhone 14,5500.0,1,Cliente_7229,Presencial,Sudeste,5500.0,Sudeste
21446,2023-01-03,São Paulo,iPhone 14,5500.0,1,Cliente_17778,Presencial,Sudeste,5500.0,Sudeste
26057,2023-01-03,São Paulo,Notebook HP,3200.0,2,Cliente_6946,Presencial,Sudeste,6400.0,Sudeste
36755,2023-01-03,São Paulo,Notebook HP,3200.0,2,Cliente_3274,Presencial,Sudeste,6400.0,Sudeste
25534,2023-01-03,São Paulo,iPhone 14,5500.0,2,Cliente_22203,Presencial,Sudeste,11000.0,Sudeste
47139,2023-01-03,São Paulo,iPhone 14,5500.0,2,Cliente_27855,Presencial,Sudeste,11000.0,Sudeste
66235,2023-01-03,São Paulo,iPhone 14,5500.0,2,Cliente_8555,Presencial,Sudeste,11000.0,Sudeste
40493,2023-01-04,São Paulo,Cabo HDMI,40.0,1,Cliente_5859,Presencial,Sudeste,40.0,Sudeste
84197,2023-01-04,São Paulo,Mouse Gamer,120.0,1,Cliente_26719,Presencial,Sudeste,120.0,Sudeste
30405,2023-01-04,São Paulo,Mouse Gamer,120.0,2,Cliente_4170,Presencial,Sudeste,240.0,Sudeste
85601,2023-01-04,São Paulo,Teclado Mecânico,250.0,1,Cliente_3844,Presencial,Sudeste,250.0,Sudeste
76830,2023-01-04,São Paulo,Teclado Mecânico,250.0,1,Cliente_20092,Presencial,Sudeste,250.0,Sudeste
52204,2023-01-04,São Paulo,Teclado Mecânico,250.0,1,Cliente_16720,Presencial,Sudeste,250.0,Sudeste
29799,2023-01-04,São Paulo,Teclado Mecânico,250.0,2,Cliente_11959,Presencial,Sudeste,500.0,Sudeste
45765,2023-01-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_11745,Presencial,Sudeste,2200.0,Sudeste
46973,2023-01-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_21974,Presencial,Sudeste,2200.0,Sudeste
39504,2023-01-04,São Paulo,Notebook HP,3200.0,1,Cliente_18606,Presencial,Sudeste,3200.0,Sudeste
33912,2023-01-04,São Paulo,Notebook HP,3200.0,1,Cliente_22244,Presencial,Sudeste,3200.0,Sudeste
83602,2023-01-04,São Paulo,iPhone 14,5500.0,1,Cliente_20348,Presencial,Sudeste,5500.0,Sudeste
63582,2023-01-04,São Paulo,iPhone 14,5500.0,1,Cliente_14063,Presencial,Sudeste,5500.0,Sudeste
22643,2023-01-04,São Paulo,Notebook HP,3200.0,3,Cliente_2168,Presencial,Sudeste,9600.0,Sudeste
72497,2023-01-04,São Paulo,Notebook Dell,3500.0,3,Cliente_4669,Presencial,Sudeste,10500.0,Sudeste
72873,2023-01-04,São Paulo,iPhone 14,5500.0,2,Cliente_26372,Presencial,Sudeste,11000.0,Sudeste
10489,2023-01-04,São Paulo,iPhone 14,5500.0,5,Cliente_11823,Presencial,Sudeste,27500.0,Sudeste
40510,2023-01-05,São Paulo,Cabo HDMI,40.0,1,Cliente_17948,Presencial,Sudeste,40.0,Sudeste
71437,2023-01-05,São Paulo,Mouse Gamer,120.0,1,Cliente_6624,Presencial,Sudeste,120.0,Sudeste
79452,2023-01-05,São Paulo,Mouse Gamer,120.0,1,Cliente_16565,Presencial,Sudeste,120.0,Sudeste
26509,2023-01-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_7350,Presencial,Sudeste,250.0,Sudeste
72929,2023-01-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_25296,Presencial,Sudeste,250.0,Sudeste
60241,2023-01-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_10104,Presencial,Sudeste,250.0,Sudeste
44116,2023-01-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_2804,Presencial,Sudeste,250.0,Sudeste
42826,2023-01-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_5972,Presencial,Sudeste,250.0,Sudeste
45739,2023-01-05,São Paulo,Smartphone Samsung,2200.0,1,Cliente_8580,Presencial,Sudeste,2200.0,Sudeste
4897,2023-01-05,São Paulo,Notebook Dell,3500.0,1,Cliente_1093,Presencial,Sudeste,3500.0,Sudeste
67536,2023-01-05,São Paulo,Notebook Dell,3500.0,1,Cliente_4290,Presencial,Sudeste,3500.0,Sudeste
89176,2023-01-05,São Paulo,iPhone 14,5500.0,1,Cliente_28368,Presencial,Sudeste,5500.0,Sudeste
69994,2023-01-05,São Paulo,iPhone 14,5500.0,1,Cliente_4158,Presencial,Sudeste,5500.0,Sudeste
30537,2023-01-05,São Paulo,iPhone 14,5500.0,1,Cliente_34,Presencial,Sudeste,5500.0,Sudeste
84222,2023-01-05,São Paulo,Notebook HP,3200.0,2,Cliente_1014,Presencial,Sudeste,6400.0,Sudeste
19797,2023-01-05,São Paulo,iPhone 14,5500.0,2,Cliente_19552,Presencial,Sudeste,11000.0,Sudeste
76883,2023-01-06,São Paulo,Cabo HDMI,40.0,1,Cliente_17593,Presencial,Sudeste,40.0,Sudeste
98075,2023-01-06,São Paulo,Mouse Gamer,120.0,1,Cliente_8067,Presencial,Sudeste,120.0,Sudeste
23377,2023-01-06,São Paulo,Mouse Gamer,120.0,1,Cliente_19390,Presencial,Sudeste,120.0,Sudeste
85323,2023-01-06,São Paulo,Teclado Mecânico,250.0,1,Cliente_13249,Presencial,Sudeste,250.0,Sudeste
10115,2023-01-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_2379,Presencial,Sudeste,1200.0,Sudeste
10466,2023-01-06,São Paulo,Smartphone Samsung,2200.0,1,Cliente_7407,Presencial,Sudeste,2200.0,Sudeste
4845,2023-01-06,São Paulo,Smartphone Samsung,2200.0,1,Cliente_20396,Presencial,Sudeste,2200.0,Sudeste
86306,2023-01-06,São Paulo,Notebook HP,3200.0,1,Cliente_18461,Presencial,Sudeste,3200.0,Sudeste
98979,2023-01-06,São Paulo,Notebook Dell,3500.0,1,Cliente_14517,Presencial,Sudeste,3500.0,Sudeste
67743,2023-01-06,São Paulo,Smartphone Samsung,2200.0,2,Cliente_13026,Presencial,Sudeste,4400.0,Sudeste
98406,2023-01-06,São Paulo,iPhone 14,5500.0,1,Cliente_8065,Presencial,Sudeste,5500.0,Sudeste
70009,2023-01-06,São Paulo,iPhone 14,5500.0,1,Cliente_2471,Presencial,Sudeste,5500.0,Sudeste
48399,2023-01-06,São Paulo,iPhone 14,5500.0,1,Cliente_20940,Presencial,Sudeste,5500.0,Sudeste
41982,2023-01-06,São Paulo,Notebook HP,3200.0,2,Cliente_9323,Presencial,Sudeste,6400.0,Sudeste
21074,2023-01-06,São Paulo,Notebook Dell,3500.0,2,Cliente_7667,Presencial,Sudeste,7000.0,Sudeste
42092,2023-01-07,São Paulo,Cabo HDMI,40.0,1,Cliente_2840,Presencial,Sudeste,40.0,Sudeste
29426,2023-01-07,São Paulo,Cabo HDMI,40.0,2,Cliente_26138,Presencial,Sudeste,80.0,Sudeste
19183,2023-01-07,São Paulo,Cabo HDMI,40.0,2,Cliente_28489,Presencial,Sudeste,80.0,Sudeste
87086,2023-01-07,São Paulo,Mouse Gamer,120.0,1,Cliente_20131,Presencial,Sudeste,120.0,Sudeste
19292,2023-01-07,São Paulo,Mouse Gamer,120.0,1,Cliente_5129,Presencial,Sudeste,120.0,Sudeste
7942,2023-01-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_9146,Presencial,Sudeste,250.0,Sudeste
9354,2023-01-07,São Paulo,Mouse Gamer,120.0,5,Cliente_19473,Presencial,Sudeste,600.0,Sudeste
87900,2023-01-07,São Paulo,"Monitor 27""",1200.0,1,Cliente_20491,Presencial,Sudeste,1200.0,Sudeste
43682,2023-01-07,São Paulo,"Monitor 27""",1200.0,1,Cliente_27477,Presencial,Sudeste,1200.0,Sudeste
36992,2023-01-07,São Paulo,"Monitor 27""",1200.0,2,Cliente_2744,Presencial,Sudeste,2400.0,Sudeste
63861,2023-01-07,São Paulo,Notebook HP,3200.0,1,Cliente_1223,Presencial,Sudeste,3200.0,Sudeste
21171,2023-01-07,São Paulo,Notebook HP,3200.0,1,Cliente_29946,Presencial,Sudeste,3200.0,Sudeste
70196,2023-01-07,São Paulo,Notebook HP,3200.0,1,Cliente_20631,Presencial,Sudeste,3200.0,Sudeste
98872,2023-01-07,São Paulo,Notebook HP,3200.0,1,Cliente_15746,Presencial,Sudeste,3200.0,Sudeste
94598,2023-01-07,São Paulo,Notebook HP,3200.0,1,Cliente_13750,Presencial,Sudeste,3200.0,Sudeste
28924,2023-01-07,São Paulo,Notebook Dell,3500.0,1,Cliente_25954,Presencial,Sudeste,3500.0,Sudeste
63899,2023-01-07,São Paulo,iPhone 14,5500.0,1,Cliente_12659,Presencial,Sudeste,5500.0,Sudeste
32146,2023-01-08,São Paulo,Cabo HDMI,40.0,1,Cliente_28721,Presencial,Sudeste,40.0,Sudeste
51719,2023-01-08,São Paulo,Cabo HDMI,40.0,1,Cliente_21211,Presencial,Sudeste,40.0,Sudeste
60421,2023-01-08,São Paulo,Cabo HDMI,40.0,1,Cliente_15936,Presencial,Sudeste,40.0,Sudeste
13204,2023-01-08,São Paulo,Mouse Gamer,120.0,1,Cliente_9596,Presencial,Sudeste,120.0,Sudeste
52867,2023-01-08,São Paulo,Teclado Mecânico,250.0,1,Cliente_24640,Presencial,Sudeste,250.0,Sudeste
30152,2023-01-08,São Paulo,Mouse Gamer,120.0,3,Cliente_15133,Presencial,Sudeste,360.0,Sudeste
30678,2023-01-08,São Paulo,"Monitor 27""",1200.0,1,Cliente_470,Presencial,Sudeste,1200.0,Sudeste
48038,2023-01-08,São Paulo,Smartphone Samsung,2200.0,1,Cliente_5306,Presencial,Sudeste,2200.0,Sudeste
28889,2023-01-08,São Paulo,"Monitor 27""",1200.0,2,Cliente_12163,Presencial,Sudeste,2400.0,Sudeste
16439,2023-01-08,São Paulo,Notebook HP,3200.0,1,Cliente_9409,Presencial,Sudeste,3200.0,Sudeste
67853,2023-01-08,São Paulo,Notebook Dell,3500.0,1,Cliente_16414,Presencial,Sudeste,3500.0,Sudeste
5957,2023-01-08,São Paulo,Notebook HP,3200.0,2,Cliente_10285,Presencial,Sudeste,6400.0,Sudeste
75113,2023-01-08,São Paulo,Notebook Dell,3500.0,3,Cliente_3902,Presencial,Sudeste,10500.0,Sudeste
36757,2023-01-09,São Paulo,Mouse Gamer,120.0,1,Cliente_28902,Presencial,Sudeste,120.0,Sudeste
47226,2023-01-09,São Paulo,Mouse Gamer,120.0,2,Cliente_26578,Presencial,Sudeste,240.0,Sudeste
11057,2023-01-09,São Paulo,Teclado Mecânico,250.0,1,Cliente_28529,Presencial,Sudeste,250.0,Sudeste
17608,2023-01-09,São Paulo,Teclado Mecânico,250.0,1,Cliente_17183,Presencial,Sudeste,250.0,Sudeste
14531,2023-01-09,São Paulo,Teclado Mecânico,250.0,1,Cliente_17988,Presencial,Sudeste,250.0,Sudeste
76562,2023-01-09,São Paulo,"Monitor 27""",1200.0,1,Cliente_3030,Presencial,Sudeste,1200.0,Sudeste
74405,2023-01-09,São Paulo,"Monitor 27""",1200.0,1,Cliente_29482,Presencial,Sudeste,1200.0,Sudeste
33084,2023-01-09,São Paulo,Notebook HP,3200.0,1,Cliente_24586,Presencial,Sudeste,3200.0,Sudeste
15354,2023-01-09,São Paulo,Notebook Dell,3500.0,1,Cliente_26918,Presencial,Sudeste,3500.0,Sudeste
95155,2023-01-09,São Paulo,Notebook Dell,3500.0,1,Cliente_942,Presencial,Sudeste,3500.0,Sudeste
53014,2023-01-09,São Paulo,Notebook Dell,3500.0,1,Cliente_714,Presencial,Sudeste,3500.0,Sudeste
39609,2023-01-09,São Paulo,Notebook Dell,3500.0,1,Cliente_17509,Presencial,Sudeste,3500.0,Sudeste
44741,2023-01-09,São Paulo,Notebook Dell,3500.0,1,Cliente_5990,Presencial,Sudeste,3500.0,Sudeste
27104,2023-01-09,São Paulo,iPhone 14,5500.0,1,Cliente_4996,Presencial,Sudeste,5500.0,Sudeste
4906,2023-01-09,São Paulo,iPhone 14,5500.0,5,Cliente_10000,Presencial,Sudeste,27500.0,Sudeste
92056,2023-01-10,São Paulo,Cabo HDMI,40.0,2,Cliente_5799,Presencial,Sudeste,80.0,Sudeste
11389,2023-01-10,São Paulo,Mouse Gamer,120.0,1,Cliente_2761,Presencial,Sudeste,120.0,Sudeste
32584,2023-01-10,São Paulo,Mouse Gamer,120.0,1,Cliente_21003,Presencial,Sudeste,120.0,Sudeste
96558,2023-01-10,São Paulo,Mouse Gamer,120.0,1,Cliente_6171,Presencial,Sudeste,120.0,Sudeste
16469,2023-01-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_1052,Presencial,Sudeste,250.0,Sudeste
92446,2023-01-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_16094,Presencial,Sudeste,250.0,Sudeste
18441,2023-01-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_19531,Presencial,Sudeste,250.0,Sudeste
22259,2023-01-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_1534,Presencial,Sudeste,250.0,Sudeste
58459,2023-01-10,São Paulo,Teclado Mecânico,250.0,2,Cliente_26309,Presencial,Sudeste,500.0,Sudeste
42630,2023-01-10,São Paulo,"Monitor 27""",1200.0,1,Cliente_8312,Presencial,Sudeste,1200.0,Sudeste
27123,2023-01-10,São Paulo,"Monitor 27""",1200.0,1,Cliente_13821,Presencial,Sudeste,1200.0,Sudeste
52054,2023-01-10,São Paulo,Smartphone Samsung,2200.0,1,Cliente_8695,Presencial,Sudeste,2200.0,Sudeste
2051,2023-01-10,São Paulo,Notebook HP,3200.0,1,Cliente_785,Presencial,Sudeste,3200.0,Sudeste
80298,2023-01-10,São Paulo,iPhone 14,5500.0,1,Cliente_19248,Presencial,Sudeste,5500.0,Sudeste
50245,2023-01-10,São Paulo,Notebook Dell,3500.0,2,Cliente_26189,Presencial,Sudeste,7000.0,Sudeste
74549,2023-01-10,São Paulo,Notebook Dell,3500.0,3,Cliente_8110,Presencial,Sudeste,10500.0,Sudeste
95573,2023-01-10,São Paulo,iPhone 14,5500.0,2,Cliente_1957,Presencial,Sudeste,11000.0,Sudeste
91035,2023-01-10,São Paulo,"Monitor 27""",1200.0,10,Cliente_13187,Presencial,Sudeste,12000.0,Sudeste
36417,2023-01-10,São Paulo,iPhone 14,5500.0,5,Cliente_2114,Presencial,Sudeste,27500.0,Sudeste
99232,2023-01-11,São Paulo,Cabo HDMI,40.0,1,Cliente_13116,Presencial,Sudeste,40.0,Sudeste
58722,2023-01-11,São Paulo,Cabo HDMI,40.0,1,Cliente_26889,Presencial,Sudeste,40.0,Sudeste
84434,2023-01-11,São Paulo,Cabo HDMI,40.0,2,Cliente_6160,Presencial,Sudeste,80.0,Sudeste
92112,2023-01-11,São Paulo,Mouse Gamer,120.0,1,Cliente_17810,Presencial,Sudeste,120.0,Sudeste
73263,2023-01-11,São Paulo,Teclado Mecânico,250.0,2,Cliente_11438,Presencial,Sudeste,500.0,Sudeste
66173,2023-01-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_17147,Presencial,Sudeste,1200.0,Sudeste
81946,2023-01-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_4624,Presencial,Sudeste,1200.0,Sudeste
86285,2023-01-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_2492,Presencial,Sudeste,1200.0,Sudeste
87147,2023-01-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_5415,Presencial,Sudeste,1200.0,Sudeste
5738,2023-01-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_25676,Presencial,Sudeste,1200.0,Sudeste
86646,2023-01-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_1142,Presencial,Sudeste,1200.0,Sudeste
20443,2023-01-11,São Paulo,Smartphone Samsung,2200.0,1,Cliente_28382,Presencial,Sudeste,2200.0,Sudeste
222,2023-01-11,São Paulo,Smartphone Samsung,2200.0,1,Cliente_9968,Presencial,Sudeste,2200.0,Sudeste
35994,2023-01-11,São Paulo,"Monitor 27""",1200.0,2,Cliente_5139,Presencial,Sudeste,2400.0,Sudeste
24176,2023-01-11,São Paulo,"Monitor 27""",1200.0,2,Cliente_10635,Presencial,Sudeste,2400.0,Sudeste
43211,2023-01-11,São Paulo,Notebook HP,3200.0,1,Cliente_4647,Presencial,Sudeste,3200.0,Sudeste
46463,2023-01-11,São Paulo,Notebook HP,3200.0,1,Cliente_18717,Presencial,Sudeste,3200.0,Sudeste
75206,2023-01-11,São Paulo,Notebook Dell,3500.0,1,Cliente_8560,Presencial,Sudeste,3500.0,Sudeste
66246,2023-01-11,São Paulo,Notebook HP,3200.0,2,Cliente_9996,Presencial,Sudeste,6400.0,Sudeste
95905,2023-01-11,São Paulo,Notebook HP,3200.0,2,Cliente_2196,Presencial,Sudeste,6400.0,Sudeste
99026,2023-01-11,São Paulo,iPhone 14,5500.0,2,Cliente_18306,Presencial,Sudeste,11000.0,Sudeste
84877,2023-01-11,São Paulo,Notebook HP,3200.0,10,Cliente_3643,Presencial,Sudeste,32000.0,Sudeste
18568,2023-01-12,São Paulo,Cabo HDMI,40.0,1,Cliente_24864,Presencial,Sudeste,40.0,Sudeste
17141,2023-01-12,São Paulo,Cabo HDMI,40.0,1,Cliente_2152,Presencial,Sudeste,40.0,Sudeste
81102,2023-01-12,São Paulo,Mouse Gamer,120.0,1,Cliente_1008,Presencial,Sudeste,120.0,Sudeste
20599,2023-01-12,São Paulo,Mouse Gamer,120.0,2,Cliente_20663,Presencial,Sudeste,240.0,Sudeste
76280,2023-01-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_16051,Presencial,Sudeste,250.0,Sudeste
16265,2023-01-12,São Paulo,"Monitor 27""",1200.0,1,Cliente_7066,Presencial,Sudeste,1200.0,Sudeste
6815,2023-01-12,São Paulo,"Monitor 27""",1200.0,1,Cliente_13480,Presencial,Sudeste,1200.0,Sudeste
97690,2023-01-12,São Paulo,"Monitor 27""",1200.0,1,Cliente_7645,Presencial,Sudeste,1200.0,Sudeste
22222,2023-01-12,São Paulo,Smartphone Samsung,2200.0,1,Cliente_28231,Presencial,Sudeste,2200.0,Sudeste
50031,2023-01-12,São Paulo,Smartphone Samsung,2200.0,1,Cliente_23490,Presencial,Sudeste,2200.0,Sudeste
7590,2023-01-12,São Paulo,Smartphone Samsung,2200.0,1,Cliente_9407,Presencial,Sudeste,2200.0,Sudeste
3439,2023-01-12,São Paulo,Smartphone Samsung,2200.0,1,Cliente_6188,Presencial,Sudeste,2200.0,Sudeste
57711,2023-01-12,São Paulo,Notebook HP,3200.0,1,Cliente_27603,Presencial,Sudeste,3200.0,Sudeste
55168,2023-01-12,São Paulo,Notebook HP,3200.0,1,Cliente_4387,Presencial,Sudeste,3200.0,Sudeste
30068,2023-01-12,São Paulo,Notebook HP,3200.0,1,Cliente_10410,Presencial,Sudeste,3200.0,Sudeste
9377,2023-01-12,São Paulo,Notebook Dell,3500.0,1,Cliente_10795,Presencial,Sudeste,3500.0,Sudeste
98134,2023-01-12,São Paulo,Notebook Dell,3500.0,1,Cliente_26042,Presencial,Sudeste,3500.0,Sudeste
66562,2023-01-12,São Paulo,iPhone 14,5500.0,1,Cliente_5900,Presencial,Sudeste,5500.0,Sudeste
57668,2023-01-12,São Paulo,Smartphone Samsung,2200.0,3,Cliente_6949,Presencial,Sudeste,6600.0,Sudeste
66462,2023-01-12,São Paulo,Notebook HP,3200.0,3,Cliente_26833,Presencial,Sudeste,9600.0,Sudeste
1188,2023-01-12,São Paulo,Notebook Dell,3500.0,3,Cliente_22322,Presencial,Sudeste,10500.0,Sudeste
5760,2023-01-13,São Paulo,Cabo HDMI,40.0,1,Cliente_13975,Presencial,Sudeste,40.0,Sudeste
29567,2023-01-13,São Paulo,Cabo HDMI,40.0,1,Cliente_18935,Presencial,Sudeste,40.0,Sudeste
26913,2023-01-13,São Paulo,Mouse Gamer,120.0,1,Cliente_10514,Presencial,Sudeste,120.0,Sudeste
82803,2023-01-13,São Paulo,Teclado Mecânico,250.0,1,Cliente_27931,Presencial,Sudeste,250.0,Sudeste
6738,2023-01-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_13390,Presencial,Sudeste,1200.0,Sudeste
51905,2023-01-13,São Paulo,Smartphone Samsung,2200.0,1,Cliente_25606,Presencial,Sudeste,2200.0,Sudeste
25473,2023-01-13,São Paulo,Notebook HP,3200.0,1,Cliente_5254,Presencial,Sudeste,3200.0,Sudeste
95117,2023-01-13,São Paulo,Notebook Dell,3500.0,1,Cliente_7447,Presencial,Sudeste,3500.0,Sudeste
42505,2023-01-13,São Paulo,"Monitor 27""",1200.0,3,Cliente_23392,Presencial,Sudeste,3600.0,Sudeste
52683,2023-01-13,São Paulo,iPhone 14,5500.0,1,Cliente_25335,Presencial,Sudeste,5500.0,Sudeste
42113,2023-01-13,São Paulo,iPhone 14,5500.0,1,Cliente_24938,Presencial,Sudeste,5500.0,Sudeste
38022,2023-01-13,São Paulo,iPhone 14,5500.0,1,Cliente_19391,Presencial,Sudeste,5500.0,Sudeste
45074,2023-01-13,São Paulo,iPhone 14,5500.0,1,Cliente_23137,Presencial,Sudeste,5500.0,Sudeste
98756,2023-01-13,São Paulo,iPhone 14,5500.0,1,Cliente_24179,Presencial,Sudeste,5500.0,Sudeste
66553,2023-01-13,São Paulo,Smartphone Samsung,2200.0,3,Cliente_7153,Presencial,Sudeste,6600.0,Sudeste
